ID,NAME,TYPE,ADDRESS,LATITUDE,LONGITUDE,STATUS,INSPECTION
10473933,DATU'S PHARMACY,Food Store (Convenience/Variety),2238 DUNDAS ST W,43.65435,-79.45181,Pass,[object Object]
9004025,DAVE YOUNG FRUIT MARKET,Food Store (Convenience/Variety),494 EGLINTON AVE W,43.71009,-79.38302,Pass,"[object Object],[object Object]"
10723124,DAVE'S HOT CHICKEN,Food Take Out,1582 QUEEN ST W,43.63977,-79.44081,Pass,[object Object]
10314133,DAVE'S NO FRILLS,Supermarket,3401 LAWRENCE AVE E,43.75855,-79.23029,Pass,[object Object]
10384982,DAVE'S ON ST CLAIR,Restaurant,730 ST CLAIR AVE W,43.68164,-79.42725,Pass,"[object Object],[object Object],[object Object]"
10299785,DAVENPORT MILK MART,Food Store (Convenience/Variety),2059 DAVENPORT RD,43.67032,-79.45997,Pass,
9004029,DAVENPORT PERTH CHILD CARE CENTRE,Child Care - Food Preparation,1900 DAVENPORT RD,43.67093,-79.45486,Pass,"[object Object],[object Object],[object Object],[object Object]"
10599883,DAVENPORT PERTH CHILD DROP IN CENTRE,Child Care - Food Preparation,1900 DAVENPORT RD,43.67093,-79.45486,Pass,[object Object]
10262307,DAVENPORT PERTH NEIGHBOURHOOD CENTRE,Community Kitchen (Meal Program),1900 DAVENPORT RD,43.67093,-79.45486,Pass,[object Object]
9004028,DAVENPORT PHARMACY,Food Store (Convenience/Variety),219 DAVENPORT RD,43.67466,-79.39528,Pass,
10641977,DAVEY'S DIVE,Restaurant,1104 DANFORTH AVE,43.68126,-79.33466,Pass,[object Object]
9004032,DAVID LEWIS JUNIOR Y,Child Care - Catered,130 FUNDY BAY BLVD,43.80921,-79.31789,Pass,"[object Object],[object Object]"
10475113,DAVID'S CONVENIENT,Food Store (Convenience/Variety),1038 ST CLAIR AVE W,43.67911,-79.43885,Pass,
10411965,DAVID'S TEA,Food Take Out,100 KING ST W,43.64873,-79.38376,Pass,[object Object]
10576719,DAVID'S TEA,Restaurant,"1800 SHEPPARD AVE E, Unit-2013",43.77775,-79.3445,Pass,[object Object]
10374687,DAVIDS TEA,Food Take Out,"300 BOROUGH DR, Unit-253a",43.77629,-79.25802,Pass,
10695006,DAVIDS TEA,Food Take Out,"200 BAY ST, Unit-CRU134",43.64709,-79.38032,Pass,[object Object]
10577065,DAVIDS TEA,Food Take Out,2 BLOOR ST E,43.67073,-79.38555,Pass,
10514552,DAVIDS TEA,Food Take Out,276 QUEEN ST W,43.64973,-79.39248,Pass,[object Object]
10500552,DAVIDS TEA,Food Store (Convenience/Variety),"2 ST CLAIR AVE W, Unit-107",43.68831,-79.39464,Pass,"[object Object],[object Object]"
10478844,DAVIDS TEA,Food Take Out,10 DUNDAS ST E,43.65669,-79.38069,Pass,"[object Object],[object Object],[object Object]"
10446411,DAVIDS TEA,Food Take Out,3401 DUFFERIN ST,43.72608,-79.45147,Pass,
10419894,DAVIDS TEA,Food Court Vendor,900 DUFFERIN ST,43.65602,-79.43523,Pass,"[object Object],[object Object],[object Object]"
10418219,DAVIDS TEA,Restaurant,2010 QUEEN ST E,43.67035,-79.29949,Pass,[object Object]
10389193,DAVIDS TEA,Food Take Out,424 BLOOR ST W,43.66581,-79.40825,Pass,
10471640,DAVIDSON'S VALU-MART,Supermarket,985 WOODBINE AVE,43.68637,-79.3125,Pass,[object Object]
10647353,DAVISVILLE CARE PROGRAM,Child Care - Catered,529 VAUGHAN RD,43.69103,-79.43671,Pass,
10647358,DAVISVILLE PUBLIC SCHOOL,Student Nutrition Site,529 VAUGHAN RD,43.69103,-79.43671,Pass,
10581603,DAWES CAFE,Restaurant,466 DAWES RD,43.70297,-79.29719,Pass,"[object Object],[object Object]"
10191218,DAWES DOLLAR & VIDEOS,Food Store (Convenience/Variety),387 DAWES RD,43.70154,-79.29692,Pass,
9031069,DAWES ROAD CENTRE FOR EARLY LEARNING,Child Care - Catered,391 DAWES RD,43.70178,-79.29676,Pass,"[object Object],[object Object]"
9004046,DAY CARE CONNECTION,Child Care - Catered,780 KINGSTON RD,43.68023,-79.29457,Pass,[object Object]
9004045,DAY CARE CONNECTIONS/DOWNTOWN MONTESSORI,Child Care - Food Preparation,11 COATSWORTH CRES,43.67915,-79.3211,Pass,"[object Object],[object Object],[object Object],[object Object]"
10684446,DAY DAY NOODLE,Food Take Out,"384 YONGE ST, Unit-54",43.65931,-79.38256,Pass,"[object Object],[object Object],[object Object]"
9050266,DAYS INN,Restaurant,1684 QUEEN ST E,43.66741,-79.31347,Pass,[object Object]
10659869,DAYSTROM BEFORE AND AFTER CHILDCARE PROGRAM,Child Care - Catered,"25 DAYSTROM DR, Bldg-0",43.74796,-79.54697,Pass,[object Object]
10529351,DAYSTROM PUBLIC SCHOOL (SNACK PROGRAM),Student Nutrition Site,25 DAYSTROM DR,43.74796,-79.54697,Pass,
9057706,DAYTONA CHICKEN WINGS,Food Take Out,2 STRACHAN AVE,43.6372,-79.41004,Pass,"[object Object],[object Object]"
10610517,DC Convenience,Food Store (Convenience/Variety),2 ROPER RD,43.71446,-79.28166,Pass,
10416891,DE ARTS,Restaurant,300 COXWELL AVE,43.67385,-79.31995,Pass,"[object Object],[object Object]"
10385025,DE HAVILLAND SMOKE AND GIFT,Food Store (Convenience/Variety),3312 KEELE ST,43.74383,-79.48656,Pass,"[object Object],[object Object]"
10669538,"DE KARIBBEAN KING BAKERY, ROTI SHOP & GROCERY",Food Take Out,"2300 FINCH AVE W, Unit-51",43.75362,-79.54227,Pass,"[object Object],[object Object],[object Object]"
10380872,DE KEFIR,Food Take Out,333 BAY ST,43.65028,-79.38078,Pass,"[object Object],[object Object]"
10385738,DE LA MER,Fish Shop,1543 BAYVIEW AVE,43.70513,-79.37472,Pass,"[object Object],[object Object]"
10528488,DE LA MER,Fish Shop,189 DANFORTH AVE,43.67643,-79.35623,Pass,"[object Object],[object Object]"
10433454,DE LA MER FRESH FISH MARKET,Fish Shop,291 RONCESVALLES AVE,43.64776,-79.44948,Pass,"[object Object],[object Object]"
10612073,DE LA MER FRESH FISH MARKET,Food Take Out,728 ST CLAIR AVE W,43.68169,-79.42722,Pass,"[object Object],[object Object]"
9043360,DE LA SALLE COLLEGE,Cafeteria - Private Access,131 FARNHAM AVE,43.68225,-79.3984,Pass,"[object Object],[object Object]"
10613895,DE MEERSMAN BELGIAN CHOCOLATES,Food Store (Convenience/Variety),2 BLOOR ST W,43.67041,-79.38723,Pass,
10461765,DE MELLO PALHETA SPECIALTY COFFEE ROASTERS,Bake Shop,2489 YONGE ST,43.71187,-79.3992,Pass,"[object Object],[object Object]"
10528626,DE PLACE RESTAURANT & BAR,Restaurant,"2400 FINCH AVE W, UNIT-1",43.75148,-79.54868,Pass,"[object Object],[object Object],[object Object]"
9004063,DEARHAM WOOD DAY CARE CENTRE (GUILDWOOD),Child Care - Catered,66 DEARHAM WOOD,43.75367,-79.18748,Pass,"[object Object],[object Object],[object Object]"
10607039,DEATH AND TAXES,Restaurant,1154 QUEEN ST W,43.64308,-79.42493,Pass,"[object Object],[object Object],[object Object]"
10668153,DEATH IN VENICE GELATO,Food Take Out,1418 DUNDAS ST W,43.64977,-79.42934,Pass,"[object Object],[object Object],[object Object],[object Object]"
10246329,DEB'S DIPS,Food Take Out,2 STRACHAN AVE,43.6372,-79.41004,Pass,[object Object]
10399589,DEBBIE YEUNG CHILD CARE CENTRE,Child Care - Food Preparation,249 COSBURN AVE,43.69051,-79.34208,Pass,"[object Object],[object Object]"
10564197,DEBE'S ROTI & DOUBLES TAKE OUT CATERING,Food Take Out,2881 JANE ST,43.75174,-79.51594,Pass,"[object Object],[object Object],[object Object],[object Object]"
9094045,DECADENT CATERING,Food Caterer,"90 NORTHLINE RD, 10",43.71689,-79.30658,Pass,"[object Object],[object Object],[object Object]"
10399900,DECADENT DESSERTS,Food Take Out,100 KING ST W,43.64873,-79.38376,Pass,"[object Object],[object Object],[object Object]"
10642208,DECO,Restaurant,2840 DUNDAS ST W,43.66561,-79.464,Pass,"[object Object],[object Object],[object Object],[object Object],[object Object]"
10223823,DECO AUTOMOTIVE,Cafeteria - Private Access,225 CLAIREVILLE DR,43.74653,-79.62584,Pass,[object Object]
10651389,DECOURSES BEANS BUBBLES BITES,Restaurant,"3232 LAKE SHORE BLVD W, Bldg-1",43.59737,-79.52175,Pass,"[object Object],[object Object],[object Object]"
10411081,DEEP FRIED SHOP,Food Take Out,2 STRACHAN AVE,43.6372,-79.41004,Pass,"[object Object],[object Object]"
9004073,DEEP SEA FISH IMPORTING & EXPORTING,Fish Shop,60 TORO RD,43.76082,-79.48683,Pass,[object Object]
10664454,DEEPIZZ,Food Take Out,384 COLLEGE ST,43.65698,-79.40518,Pass,"[object Object],[object Object],[object Object]"
10636362,DEER GARDEN SIGNATURES,Restaurant,3555 DON MILLS RD,43.79439,-79.35396,Pass,"[object Object],[object Object],[object Object],[object Object],[object Object]"
9004075,DEER PARK EXTENDED EDUCATION PRIMARY PROGRAM,Child Care - Catered,23 FERNDALE AVE,43.68966,-79.39156,Pass,"[object Object],[object Object],[object Object]"
10215690,DEERWOOD CREEK COMMUNITY CARE,Nursing Home / Home for the Aged,70 HUMBERLINE DR,43.73194,-79.61739,Pass,"[object Object],[object Object],[object Object],[object Object]"
10215799,DEERWOOD CREEK COMMUNITY CARE,Serving Kitchen,70 HUMBERLINE DR,43.73194,-79.61739,Pass,"[object Object],[object Object],[object Object]"
10653565,DEFINA WOOD FIRED,Restaurant,1485 DUPONT ST,43.66579,-79.45029,Pass,"[object Object],[object Object],[object Object],[object Object]"
10613329,DEFINITELY YOURS RESTAURANT,Restaurant,1155 ST CLAIR AVE W,43.67792,-79.44228,Pass,"[object Object],[object Object]"
10569952,DEFRANTIC MONKEY CAFE BAR,Cocktail Bar / Beverage Room,799 COLLEGE ST,43.65463,-79.42085,Pass,
9008498,DEL PURO SABOR LA FUENTE,Food Court Vendor,"9 MILVAN DR, UNIT-3 & 4",43.75125,-79.55202,Pass,[object Object]
10400676,DELHI BISTRO,Restaurant,2214 QUEEN ST E,43.67261,-79.28856,Pass,"[object Object],[object Object],[object Object],[object Object]"
10592580,DELI BREAK,Restaurant,37 KODIAK CRES,43.75589,-79.46675,Pass,"[object Object],[object Object],[object Object]"
10610095,DELI CAMPO,Restaurant,2438 DUFFERIN ST,43.69817,-79.4516,Pass,"[object Object],[object Object],[object Object],[object Object]"
10558208,DELI MARK CAFE,Food Take Out,105 GORDON BAKER RD,43.80132,-79.34415,Pass,[object Object]
10448333,DELI SANDWICHES,Food Take Out,45 MANITOBA DR,43.6358,-79.41509,Pass,"[object Object],[object Object]"
10689887,DELICIA BAKERY AND PASTRY,Bakery,"2864 LAKE SHORE BLVD W, Bldg-0",43.6015,-79.50294,Pass,"[object Object],[object Object],[object Object],[object Object]"
10607468,DELICIOUS HEY NOODLES,Restaurant,"478 DUNDAS ST W, Flr-MAIN",43.65326,-79.39697,Pass,"[object Object],[object Object],[object Object]"
10300487,DELIGHT & JUNCTION FROMAGERI,Food Processing Plant,3040 DUNDAS ST W,43.6657,-79.47079,Pass,[object Object]
10659498,DELIGHT FOOD CARIBBEAN TAKEOUT,Food Take Out,"4712 JANE ST, Unit 11",43.76972,-79.52096,Pass,"[object Object],[object Object]"
10721015,DELIGHTS OF CHINA,Restaurant,2181 BLOOR ST W,43.65126,-79.47464,Pass,[object Object]
10701346,DELIMARK,Restaurant,703 EVANS AVE,43.60815,-79.55731,Pass,[object Object]
10426154,DELIMARK CAFE,Restaurant,895 DON MILLS RD,43.72745,-79.33955,Pass,"[object Object],[object Object]"
10680633,DELIMARK CAFE,Restaurant,"18 FOUR SEASONS PL, Unit-100",43.64692,-79.56272,Pass,[object Object]
10678852,DELIMARK CAFE,Restaurant,477 MOUNT PLEASANT RD,43.70098,-79.38654,Pass,"[object Object],[object Object],[object Object]"
10672533,DELIMARK CAFE,Restaurant,"12 CONCORDE PL, Unit-102",43.72972,-79.32878,Pass,[object Object]
10650156,DELIMARK CAFE,Restaurant,250 FERRAND DR,43.7199,-79.33119,Pass,"[object Object],[object Object],[object Object],[object Object]"
10603679,DELIMARK CAFE,Restaurant,"90 SHEPPARD AVE E, Unit-105",43.76317,-79.40646,Pass,"[object Object],[object Object],[object Object],[object Object]"
10533335,DELIMARK CAFE,Food Take Out,4211 YONGE ST,43.74813,-79.40713,Pass,"[object Object],[object Object]"
10479883,DELIMARK CAFE,Cafeteria - Public Access,1500 DON MILLS RD,43.75524,-79.3476,Pass,"[object Object],[object Object]"
10694786,DELIMARK CAF�,Cafeteria - Public Access,"2 LANSING SQ, Unit-100",43.77425,-79.32611,Pass,[object Object]
10361054,DELINA RESTAURANT,Food Take Out,1891 QUEEN ST E,43.66865,-79.30521,Pass,"[object Object],[object Object],[object Object]"
10639670,DELISH PIZZA CAFE,Food Take Out,100 LESMILL RD,43.75885,-79.35807,Pass,"[object Object],[object Object]"
10361226,DELL PARK VARIETY STORE,Food Store (Convenience/Variety),3014 BATHURST ST,43.71774,-79.42972,Pass,[object Object]
10344270,DELMANOR NORTHTOWN SENIOR HOME,Retirement Homes(Licensed),5351 YONGE ST,43.77531,-79.41416,Pass,"[object Object],[object Object]"
10489978,DELMANOR SHOP,Food Store (Convenience/Variety),187 WYNFORD DR,43.72474,-79.32582,Pass,"[object Object],[object Object]"
10430368,DELMANOR WYNFORD,Retirement Homes(Licensed),187 WYNFORD DR,43.72474,-79.32582,Pass,"[object Object],[object Object],[object Object],[object Object]"
10571853,DELOITTE UNIVERSITY CAFETERIA,Cafeteria - Private Access,8 ADELAIDE ST W,43.65039,-79.37902,Pass,"[object Object],[object Object],[object Object]"
9004120,DELTA BINGO,Restaurant,1799 ST CLAIR AVE W,43.67281,-79.46379,Pass,[object Object]
10369691,DELTA BINGO,Restaurant,1868 WILSON AVE,43.7176,-79.52459,Pass,"[object Object],[object Object],[object Object]"
9007469,DELTA HOTEL -  ORCHID CAFE,Restaurant,655 DIXON RD,43.68937,-79.57798,Pass,"[object Object],[object Object]"
9387519,DELTA HOTEL-MAIN KITCHEN,Serving Kitchen,655 DIXON RD,43.68937,-79.57798,Pass,"[object Object],[object Object]"
9007465,DELTA HOTEL-STAFF CAFETERIA,Cafeteria - Private Access,655 DIXON RD,43.68937,-79.57798,Pass,[object Object]
9004131,DELTA SPORTS BAR,Restaurant,"247 OSSINGTON AVE, Unit-1",43.64972,-79.42076,Pass,"[object Object],[object Object],[object Object],[object Object]"
10614226,DELTA VARIETY,Food Store (Convenience/Variety),422 HORNER AVE,43.60394,-79.53643,Pass,
10411276,DELUXE PRODUCT LTD.,Food Depot,"40 MAGNETIC DR, Unit-50-1",43.78215,-79.47269,Pass,
10642579,DELUXE RESTAURANT &  LOUNGE,Restaurant,"122 MILLWICK DR, Ste-5-6",43.76124,-79.5663,Pass,"[object Object],[object Object],[object Object],[object Object]"
10627096,DELYSEES,Bake Shop,20 LOGAN AVE,43.65509,-79.34066,Pass,"[object Object],[object Object],[object Object]"
10677189,DEMEN BISTRO,Restaurant,500 QUEEN ST W,43.64776,-79.40119,Pass,"[object Object],[object Object],[object Object],[object Object]"
9004135,DEMENZ,Food Depot,65 UNDERWRITERS RD,43.74587,-79.28669,Pass,
10682405,DEMETRES,Restaurant,1090 DON MILLS RD,43.73644,-79.34423,Pass,"[object Object],[object Object],[object Object],[object Object]"
10222342,DEMPSEY CORPORATION,Food Depot,51 ESANDAR DR,43.70704,-79.35586,Pass,[object Object]
10431536,DENICK'S ROTI FACTORY,Restaurant,"750 OAKDALE RD, Unit-2",43.75179,-79.52777,Pass,"[object Object],[object Object],[object Object]"
10272410,DENLOW COMMUNITY CHILD CARE,Child Care - Catered,"50 DENLOW BLVD, Unit-3",43.74585,-79.36423,Pass,
9078698,DENNIS DOLLAR 1+,Food Store (Convenience/Variety),1075 ST CLAIR AVE W,43.67853,-79.43943,Pass,
10509865,DENNY'S,Restaurant,121 DUNDAS ST W,43.65536,-79.38444,Pass,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
10694593,DENNY'S,Restaurant,"2575 ST CLAIR AVE W, Unit-B2",43.66739,-79.48891,Pass,"[object Object],[object Object],[object Object]"
9409939,DENTON PLACE CENTRE FOR EARLY LEARNING,Child Care - Catered,"30 DENTON AVE, Flr-1st",43.69398,-79.2877,Pass,"[object Object],[object Object]"
10233253,DENTONIA PARK GOLF COURSE SNACK BAR,Food Take Out,781 VICTORIA PARK AVE,43.69518,-79.28926,Pass,
10376649,DENTONIAPARK CO-OP NURSERY SCHOOL,Child Care - Food Preparation,140 DAWES RD,43.69379,-79.29763,Pass,
10389758,DEQ - THE RITZ-CARLTON HOTEL,Cocktail Bar / Beverage Room,181 WELLINGTON ST W,43.64604,-79.38574,Pass,"[object Object],[object Object],[object Object]"
10287744,DERRYDOWN PUBLIC SCHOOL,Student Nutrition Site,120 DERRYDOWN RD,43.7587,-79.49371,Pass,
10271446,DERRYDOWN SCHOOL AGE PROGRAM,Student Nutrition Site,120 DERRYDOWN RD,43.7587,-79.49371,Pass,
10538404,DESCENDANT DETROIT STYLE PIZZA INC,Restaurant,1168 QUEEN ST E,43.66297,-79.3324,Pass,"[object Object],[object Object]"
10636203,DESI BURGER,Food Take Out,1342 GERRARD ST E,43.67183,-79.32474,Pass,"[object Object],[object Object],[object Object],[object Object]"
10492542,DESI SPICE,Restaurant,"25 WOODBINE DOWNS BLVD, UNIT-32",43.73546,-79.60582,Pass,"[object Object],[object Object],[object Object],[object Object]"
10224222,DESI TASTE,Food Take Out,204 MARKHAM RD,43.7439,-79.21937,Pass,"[object Object],[object Object],[object Object],[object Object]"
10680884,DESI'S CHOICE INC,Food Processing Plant,"220 MILNER AVE, Unit-5",43.78895,-79.24045,Pass,"[object Object],[object Object]"
10541831,DESMOND & BEATRICE BAKESHOP,Bakery,388 CARLAW AVE,43.66574,-79.34228,Pass,"[object Object],[object Object],[object Object]"
10361445,DESSERT LADY,Food Take Out,12 CUMBERLAND ST,43.67114,-79.38797,Pass,"[object Object],[object Object]"
10633279,DESSERT LADY CAFE & BAKERY,Bakery,"7 ST THOMAS ST, Unit-105",43.66844,-79.39045,Pass,[object Object]
9236619,DESSERT TRENDS,Bake Shop,"325 WESTON RD, Unit-4b",43.67895,-79.47305,Pass,"[object Object],[object Object]"
10578559,DESTA MARKET,Butcher Shop,843 DANFORTH AVE,43.67961,-79.34047,Pass,"[object Object],[object Object]"
10721738,DETROIT,Restaurant,1093 BATHURST ST,43.67298,-79.41419,Pass,[object Object]
10615000,DEVON'S GOOD FOOD JAMAICAN KITCHEN,Restaurant,2865 JANE ST,43.75174,-79.51594,Pass,"[object Object],[object Object],[object Object],[object Object],[object Object]"
10686173,DEW HAUS,Food Take Out,"245 EGLINTON AVE E, Unit-8",43.70826,-79.38955,Pass,"[object Object],[object Object]"
10467094,DEWSON  STREET YMCA,Child Care - Food Preparation,65 CONCORD AVE,43.65656,-79.42459,Pass,"[object Object],[object Object]"
9030033,DEWSON STREET JUNIOR PUBLIC SCHOOL,Student Nutrition Site,65 CONCORD AVE,43.65656,-79.42459,Pass,[object Object]
10246470,DHABA,Restaurant,309 KING ST W,43.64635,-79.39049,Pass,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
10700220,DHAKA BIRIYANI & KABAB HOUSE,Restaurant,3547 ST CLAIR AVE E,43.71587,-79.262,Pass,"[object Object],[object Object],[object Object],[object Object],[object Object]"
10721130,DHAKA KEBAB,Food Take Out,"3040 DANFORTH AVE, Unit-0",43.69127,-79.28955,Pass,[object Object]
9004174,DI LISO'S FINE MEATS,Butcher Shop,"91 FRONT ST E, Unit-14",43.64908,-79.37213,Pass,"[object Object],[object Object]"
9004181,DIABOLO'S COFFEE BAR,Restaurant,15 KINGS COLLEGE CRCL,43.66265,-79.3954,Pass,"[object Object],[object Object]"
10309601,DIAMOND BEACH SPORTS,Cafeteria - Public Access,575 CENTENNIAL PARK BLVD,43.65392,-79.59498,Pass,
9410252,DIAMOND PIZZA,Food Take Out,510 MAIN ST,43.69467,-79.30499,Pass,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
10617076,DIAMONDS BAR & GRILL,Restaurant,2057 DUFFERIN ST,43.68683,-79.44636,Pass,"[object Object],[object Object],[object Object],[object Object],[object Object]"
10218156,DIAN CHILDCARE CENTRE,Child Care - Food Preparation,283 PHARMACY AVE,43.70053,-79.28553,Pass,"[object Object],[object Object],[object Object]"
9004191,DIANA MEAT & GROCERY,Supermarket,1299 ST CLAIR AVE W,43.67656,-79.44833,Pass,
9004195,DIANA'S SEAFOOD DELIGHTS,Food Processing Plant,2101 LAWRENCE AVE E,43.74548,-79.29154,Pass,"[object Object],[object Object],[object Object]"
10409278,DIANA'S SEAFOOD OYSTER BAR,Restaurant,2105 LAWRENCE AVE E,43.74575,-79.29156,Pass,"[object Object],[object Object],[object Object],[object Object]"
10274535,DIARY KING ICE CREAM TRUCK,Mobile Food Preparation Premises,20 QUEEN ST W,43.65237,-79.38066,Pass,
10706376,DICE FRUIT BAR,Food Take Out,"162 CUMBERLAND ST, Unit 54",43.67014,-79.39369,Pass,[object Object]
10434602,DICKENS RESTAURANT,Restaurant,"8 GLEN WATFORD DR, Unit-G8",43.78659,-79.27669,Pass,"[object Object],[object Object],[object Object]"
10560333,DIEFENBAKER ELEMENTARY SCHOOL,Child Care - Food Preparation,175 PLAINS RD,43.69507,-79.33215,Pass,[object Object]
10721675,DILSE INDIAN RESTAURANT & BAR,Restaurant,335 RONCESVALLES AVE,43.64928,-79.45006,Pass,[object Object]
9057592,DIM SUM,Food Take Out,2 STRACHAN AVE,43.6372,-79.41004,Pass,"[object Object],[object Object]"
10721535,DIM SUM KING,Food Processing Plant,"50 SILVER STAR BLVD, 201",43.80661,-79.28977,Pass,[object Object]
10403692,DIM SUM KING SEAFOOD RESTAURANT,Restaurant,421 DUNDAS ST W,43.65342,-79.39534,Pass,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
10650807,DIM SUM QUEEN,Restaurant,3241 YONGE ST,43.72892,-79.40286,Pass,"[object Object],[object Object]"
10622615,DIMES CARIBBEAN RESTAURANT,Food Take Out,1630 JANE ST,43.70099,-79.50362,Pass,"[object Object],[object Object]"
10713022,DIMITRI'S PLACE,Restaurant,3031 LAKE SHORE BLVD W,43.59973,-79.50894,Pass,[object Object]
9004214,DIMMI BAR & TRATTORIA,Restaurant,140 CUMBERLAND ST,43.67018,-79.39274,Pass,"[object Object],[object Object],[object Object],[object Object]"
9004215,DIMPFLMEIER BAKERY LIMITED,Bakery,26 ADVANCE RD,43.63394,-79.5297,Pass,"[object Object],[object Object],[object Object],[object Object]"
10696478,DINE & DIM,Restaurant,633 GERRARD ST E,43.66563,-79.35069,Pass,[object Object]
10458157,DINE ON 3 - SCULLERY,Serving Kitchen,3401 DUFFERIN ST,43.72608,-79.45147,Pass,
10601705,DINEEN COFFEE,Food Take Out,199 BAY ST,43.64837,-79.37993,Pass,"[object Object],[object Object]"
10464528,DINEEN COFFEE CO,Restaurant,140 YONGE ST,43.65112,-79.37902,Pass,"[object Object],[object Object]"
10622291,DINEEN OUTPOST,Restaurant,1042 GERRARD ST E,43.66922,-79.33682,Pass,"[object Object],[object Object],[object Object],[object Object]"
10617545,DING DONG EXOTIC SWEET,Food Store (Convenience/Variety),"160 BALDWIN ST, Unit-7A",43.65498,-79.39994,Pass,[object Object]
10229366,DING DONG PASTRIES AND CAFE,Bake Shop,321 SPADINA AVE,43.65431,-79.39846,Pass,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
10530086,DING HO CHINESE FOOD,Food Take Out,2873 LAWRENCE AVE E,43.7539,-79.25344,Pass,"[object Object],[object Object],[object Object]"
10692215,DING REMEMBERS HOT POT-CAT TEA TIME,Restaurant,522A YONGE ST,43.66368,-79.38429,Pass,[object Object]
10235116,DINO'S NO FRILLS,Supermarket,1811 AVENUE RD,43.73077,-79.41848,Pass,[object Object]
10712773,DINO'S WOOD BURNING PIZZA,Restaurant,871 KIPLING AVE,43.63536,-79.53223,Pass,[object Object]
10700678,DINO'S WOOD BURNING PIZZA & BAR,Restaurant,4923 DUNDAS ST W,43.64849,-79.5287,Pass,[object Object]
10269751,DINO'S WOOD FIRE PIZZA,Restaurant,820 THE QUEENSWAY,43.62524,-79.50831,Pass,"[object Object],[object Object],[object Object],[object Object]"
10348575,DIP AUDIO VIDEO INC,Food Store (Convenience/Variety),872 MARKHAM RD,43.76802,-79.22905,Pass,"[object Object],[object Object]"
10631679,DIPPED DONUTS,Food Take Out,161 BALDWIN ST,43.65498,-79.39996,Pass,"[object Object],[object Object]"
10724165,DIRTY FOOD EATERY,Restaurant,3070 DUNDAS ST W,43.66566,-79.47193,Pass,[object Object]
10525815,DISCOUNT HUT,Food Store (Convenience/Variety),"462 BIRCHMOUNT RD, Unit-23",43.70729,-79.2696,Pass,
10456497,DISCOUNT SMOKE,Food Store (Convenience/Variety),340 WILSON AVE,43.7369,-79.43785,Pass,[object Object]
10661679,DISCOVERING MINDS MONTESSORI PRESCHOOL,Child Care - Catered,"828 RICHMOND ST W, Unit-100",43.64484,-79.41132,Pass,"[object Object],[object Object]"
10255320,DISCOVERY PLACE CHILD CARE CENTRE,Child Care - Food Preparation,22 TUXEDO CRT,43.78054,-79.22964,Pass,"[object Object],[object Object],[object Object]"
10301248,DISGRACELAND,Restaurant,965 BLOOR ST W,43.66132,-79.4287,Pass,[object Object]
10543971,DISH KITCHEN,Restaurant,587 COLLEGE ST,43.65523,-79.41343,Pass,"[object Object],[object Object],[object Object],[object Object]"
10647798,DISMOUNT BIKES & COFFEE,Food Take Out,"936 ST CLAIR AVE W, Flr-936",43.67998,-79.43517,Pass,
10223015,DISTILLERY DISTRICT EARLY LEARNING CENTRE,Child Care - Catered,8 DISTILLERY LANE,43.64966,-79.36103,Pass,"[object Object],[object Object],[object Object],[object Object]"
10506371,DISTRICT 28,Restaurant,20 LOGAN AVE,43.65509,-79.34066,Pass,"[object Object],[object Object],[object Object]"
10684821,DISTRICT 45 LOUNGE,Restaurant,1300 FINCH AVE W,43.76485,-79.48988,Pass,[object Object]
10720370,DISTRICT PIZZA,Restaurant,"55 MILL ST, Unit-32 GRISTMILL LN",43.65072,-79.35803,Pass,[object Object]
10680869,DISTRICT VENTURES KITCHEN,Restaurant,76 DENSLEY AVE,43.70536,-79.47121,Pass,"[object Object],[object Object],[object Object]"
10650644,DIVINE BANQUET HALL,Banquet Facility,"821 RUNNYMEDE RD, Flr-2",43.6697,-79.483,Pass,"[object Object],[object Object],[object Object]"
10212104,DIVINE INFANT CHILD CARE CENTRE,Child Care - Catered,30 INGLETON BLVD,43.82182,-79.27033,Pass,"[object Object],[object Object]"
10366627,DIWA PRODUCTS LTD.,Food Depot,"589 MIDDLEFIELD RD, Unit-5&6",43.81291,-79.2585,Pass,[object Object]
10550877,DIWAN RESTAURANT,Restaurant,77 WYNFORD DR,43.72593,-79.33304,Pass,"[object Object],[object Object]"
10622760,DIXON CONVENIENCE,Food Store (Convenience/Variety),"644 DIXON RD, Unit-B",43.69128,-79.57663,Pass,[object Object]
10670679,DIXON FOODS MARKET,Butcher Shop,"1723 KIPLING AVE, Unit-1",43.69246,-79.55752,Pass,"[object Object],[object Object]"
10253838,DIXON GROVE JUNIOR MIDDLE SCHOOL SCHOOL SNACK PROGRAM,Student Nutrition Site,315 THE WESTWAY,43.68528,-79.55654,Pass,
9004257,DIXON HALL,Serving Kitchen,58 SUMACH ST,43.6562,-79.35894,Pass,"[object Object],[object Object],[object Object],[object Object]"
